index,Development Name,Borough,Account Name,Location,Meter AMR,Meter Scope,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Consumption (GAL)
0,ADAMS,BRONX,ADAMS,,Not Applicable,,118,248,B011800,FEDERAL,NY005001180P,"S.J. Fuel Co., Inc.",2897085,2010-01,12/24/2009,01/26/2010,33,395416152700002-OIL,N,303.47,148.0
1,ADAMS,BRONX,ADAMS,,Not Applicable,,118,248,B011800,FEDERAL,NY005001180P,"S.J. Fuel Co., Inc.",2897086,2010-02,01/26/2010,02/25/2010,30,395416152700002-OIL,N,504.41,246.0
2,ADAMS,BRONX,ADAMS,,Not Applicable,,118,248,B011800,FEDERAL,NY005001180P,"S.J. Fuel Co., Inc.",2897087,2010-03,02/25/2010,03/26/2010,29,395416152700002-OIL,N,200.94,98.0
3,ADAMS,BRONX,ADAMS,,Not Applicable,,118,248,B011800,FEDERAL,NY005001180P,"S.J. Fuel Co., Inc.",2897088,2010-05,04/26/2010,05/24/2010,28,395416152700002-OIL,N,789.42,385.0
4,ADAMS,BRONX,ADAMS,,Not Applicable,,118,248,B011800,FEDERAL,NY005001180P,"S.J. Fuel Co., Inc.",2897089,2010-06,05/24/2010,06/23/2010,30,395416152700002-OIL,N,488.01,238.0
5,ADAMS,BRONX,ADAMS,,Not Applicable,,118,248,B011800,FEDERAL,NY005001180P,"S.J. Fuel Co., Inc.",2897090,2010-07,06/23/2010,07/23/2010,30,395416152700002-OIL,N,982.63,422.0
6,ADAMS,BRONX,ADAMS,,Not Applicable,,118,248,B011800,FEDERAL,NY005001180P,"S.J. Fuel Co., Inc.",2897091,2010-08,07/23/2010,08/23/2010,31,395416152700002-OIL,N,710.19,305.0
7,ADAMS,BRONX,ADAMS,,Not Applicable,,118,248,B011800,FEDERAL,NY005001180P,"S.J. Fuel Co., Inc.",2897092,2010-09,08/23/2010,09/22/2010,30,395416152700002-OIL,N,246.82,106.0
8,ADAMS,BRONX,ADAMS,,Not Applicable,,118,248,B011800,FEDERAL,NY005001180P,"S.J. Fuel Co., Inc.",2897093,2010-10,09/22/2010,10/22/2010,30,395416152700002-OIL,N,1336.56,574.0
9,ADAMS,BRONX,ADAMS,,Not Applicable,,118,248,B011800,FEDERAL,NY005001180P,"S.J. Fuel Co., Inc.",2897094,2010-11,10/22/2010,11/22/2010,31,395416152700002-OIL,N,498.3,214.0
10,ADAMS,BRONX,ADAMS,,Not Applicable,,118,248,B011800,FEDERAL,NY005001180P,"S.J. Fuel Co., Inc.",2897095,2010-12,11/22/2010,12/23/2010,31,395416152700002-OIL,N,682.25,293.0
11,ALBANY/ALBANY II,BROOKLYN,ALBANY/ALBANY II,,Not Applicable,,31,0,K003100,,,"S.J. Fuel Co., Inc.",4294752,2010-01,12/29/2009,01/28/2010,30,0298920000-OIL-66.8%,N,428.37,205.74
12,ALBANY/ALBANY II,BROOKLYN,ALBANY/ALBANY II,,Not Applicable,,85,0,K008500,,,"S.J. Fuel Co., Inc.",4294752,2010-01,12/29/2009,01/28/2010,30,0298920000-OIL-33.2%,N,212.9,102.26
13,ALBANY/ALBANY II,BROOKLYN,ALBANY/ALBANY II,,Not Applicable,,31,0,K003100,,,"S.J. Fuel Co., Inc.",4294754,2010-11,10/25/2010,11/23/2010,29,0298920000-OIL-66.8%,N,13346.8,5570.45
14,ALBANY/ALBANY II,BROOKLYN,ALBANY/ALBANY II,,Not Applicable,,85,0,K008500,,,"S.J. Fuel Co., Inc.",4294754,2010-11,10/25/2010,11/23/2010,29,0298920000-OIL-33.2%,N,6633.44,2768.55
15,ALBANY/ALBANY II,BROOKLYN,ALBANY/ALBANY II,,Not Applicable,,31,0,K003100,,,"S.J. Fuel Co., Inc.",4294757,2010-12,11/23/2010,12/23/2010,30,0298920000-OIL-66.8%,N,55239.02,23054.68
16,ALBANY/ALBANY II,BROOKLYN,ALBANY/ALBANY II,,Not Applicable,,85,0,K008500,,,"S.J. Fuel Co., Inc.",4294757,2010-12,11/23/2010,12/23/2010,30,0298920000-OIL-33.2%,N,27454.13,11458.32
17,ALLEN STREET,MANHATTAN,ALLEN STREET,,Not Applicable,,265,380,M026500,FEDERAL,NY005011000P,"S.J. Fuel Co., Inc.",2896851,2010-01,12/24/2009,01/26/2010,33,495416010900009-OIL,N,35163.62,16589.0
18,ALLEN STREET,MANHATTAN,ALLEN STREET,,Not Applicable,,265,380,M026500,FEDERAL,NY005011000P,"S.J. Fuel Co., Inc.",2896852,2010-02,01/26/2010,02/25/2010,30,495416010900009-OIL,N,18812.29,8875.0
19,ALLEN STREET,MANHATTAN,ALLEN STREET,,Not Applicable,,265,380,M026500,FEDERAL,NY005011000P,"S.J. Fuel Co., Inc.",2896853,2010-03,02/25/2010,03/26/2010,29,495416010900009-OIL,N,16904.57,7975.0
20,ALLEN STREET,MANHATTAN,ALLEN STREET,,Not Applicable,,265,380,M026500,FEDERAL,NY005011000P,"S.J. Fuel Co., Inc.",2896854,2010-04,03/26/2010,04/26/2010,31,495416010900009-OIL,N,6829.66,3222.0
21,ALLEN STREET,MANHATTAN,ALLEN STREET,,Not Applicable,,265,380,M026500,FEDERAL,NY005011000P,"S.J. Fuel Co., Inc.",2896855,2010-05,04/26/2010,05/24/2010,28,495416010900009-OIL,N,2787.4,1315.0
22,ALLEN STREET,MANHATTAN,ALLEN STREET,,Not Applicable,,265,380,M026500,FEDERAL,NY005011000P,"S.J. Fuel Co., Inc.",2896856,2010-10,09/22/2010,10/22/2010,30,495416010900009-OIL,N,4381.42,1927.0
23,ALLEN STREET,MANHATTAN,ALLEN STREET,,Not Applicable,,265,380,M026500,FEDERAL,NY005011000P,"S.J. Fuel Co., Inc.",2896857,2010-11,10/22/2010,11/22/2010,31,495416010900009-OIL,N,9699.6,4266.0
24,ALLEN STREET,MANHATTAN,ALLEN STREET,,Not Applicable,,265,380,M026500,FEDERAL,NY005011000P,"S.J. Fuel Co., Inc.",2896858,2010-12,11/22/2010,12/23/2010,31,495416010900009-OIL,N,13858.2,6095.0
25,AMSTERDAM,MANHATTAN,AMSTERDAM,,Not Applicable,,22,530,M002200,FEDERAL,NY005010220P,"S.J. Fuel Co., Inc.",2896530,2010-01,12/24/2009,01/26/2010,33,495416050110006-OIL,N,226.81,107.0
26,AMSTERDAM,MANHATTAN,AMSTERDAM,,Not Applicable,,22,530,M002200,FEDERAL,NY005010220P,"S.J. Fuel Co., Inc.",2896531,2010-05,04/26/2010,05/24/2010,28,495416050110006-OIL,N,150.5,71.0
27,AMSTERDAM,MANHATTAN,AMSTERDAM,,Not Applicable,,22,530,M002200,FEDERAL,NY005010220P,"S.J. Fuel Co., Inc.",2896532,2010-06,05/24/2010,06/23/2010,30,495416050110006-OIL,N,676.18,319.0
28,AMSTERDAM,MANHATTAN,AMSTERDAM,,Not Applicable,,22,530,M002200,FEDERAL,NY005010220P,"S.J. Fuel Co., Inc.",2896533,2010-07,06/23/2010,07/23/2010,30,495416050110006-OIL,N,636.64,280.0
29,AMSTERDAM,MANHATTAN,AMSTERDAM,,Not Applicable,,22,530,M002200,FEDERAL,NY005010220P,"S.J. Fuel Co., Inc.",2896534,2010-08,07/23/2010,08/23/2010,31,495416050110006-OIL,N,1130.03,497.0
30,AMSTERDAM,MANHATTAN,AMSTERDAM,,Not Applicable,,22,530,M002200,FEDERAL,NY005010220P,"S.J. Fuel Co., Inc.",2896535,2010-09,08/23/2010,09/22/2010,30,495416050110006-OIL,N,725.31,319.0
31,AMSTERDAM,MANHATTAN,AMSTERDAM,,Not Applicable,,22,530,M002200,FEDERAL,NY005010220P,"S.J. Fuel Co., Inc.",2896536,2010-10,09/22/2010,10/22/2010,30,495416050110006-OIL,N,1211.88,533.0
32,AMSTERDAM,MANHATTAN,AMSTERDAM,,Not Applicable,,22,530,M002200,FEDERAL,NY005010220P,"S.J. Fuel Co., Inc.",2896537,2010-11,10/22/2010,11/22/2010,31,495416050110006-OIL,N,2260.06,994.0
33,AMSTERDAM,MANHATTAN,AMSTERDAM,,Not Applicable,,22,530,M002200,FEDERAL,NY005010220P,"S.J. Fuel Co., Inc.",2896538,2010-12,11/22/2010,12/23/2010,31,495416050110006-OIL,N,4692.92,2064.0
34,AMSTERDAM AVENUE,MANHATTAN,AMSTERDAM AVENUE,,Not Applicable,,150,258,M015000,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896499,2010-04,03/26/2010,04/26/2010,31,495416060200003-OIL,N,235.29,111.0
35,AMSTERDAM AVENUE,MANHATTAN,AMSTERDAM AVENUE,,Not Applicable,,150,258,M015000,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896500,2010-06,05/24/2010,06/23/2010,30,495416060200003-OIL,N,7779.28,3670.0
36,AMSTERDAM AVENUE,MANHATTAN,AMSTERDAM AVENUE,,Not Applicable,,150,258,M015000,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896501,2010-07,06/23/2010,07/23/2010,30,495416060200003-OIL,N,7935.21,3490.0
37,AMSTERDAM AVENUE,MANHATTAN,AMSTERDAM AVENUE,,Not Applicable,,150,258,M015000,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896502,2010-08,07/23/2010,08/23/2010,31,495416060200003-OIL,N,7282.66,3203.0
38,AMSTERDAM AVENUE,MANHATTAN,AMSTERDAM AVENUE,,Not Applicable,,150,258,M015000,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896503,2010-09,08/23/2010,09/22/2010,30,495416060200003-OIL,N,7976.14,3508.0
39,AMSTERDAM AVENUE,MANHATTAN,AMSTERDAM AVENUE,,Not Applicable,,150,258,M015000,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896504,2010-10,09/22/2010,10/22/2010,30,495416060200003-OIL,N,5122.65,2253.0
40,AMSTERDAM AVENUE,MANHATTAN,AMSTERDAM AVENUE,,Not Applicable,,150,258,M015000,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896505,2010-11,10/22/2010,11/22/2010,31,495416060200003-OIL,N,352.42,155.0
41,AMSTERDAM AVENUE,MANHATTAN,AMSTERDAM AVENUE,,Not Applicable,,150,258,M015000,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896506,2010-12,11/22/2010,12/23/2010,31,495416060200003-OIL,N,688.93,303.0
42,ARMSTRONG II,BROOKLYN,ARMSTRONG II,,Not Applicable,,228,355,K022800,FEDERAL,NY005012100P,"S.J. Fuel Co., Inc.",2898007,2010-01,12/29/2009,01/28/2010,30,0248912020-OIL,N,143.66,69.0
43,ASTORIA,QUEENS,ASTORIA,,Not Applicable,,26,517,Q002600,FEDERAL,NY005000260P,"East Coast Petroleum, Inc.",2897239,2010-05,04/26/2010,05/24/2010,28,295416000300006-OIL,N,769.01,402.0
44,ASTORIA,QUEENS,ASTORIA,,Not Applicable,,26,517,Q002600,FEDERAL,NY005000260P,"East Coast Petroleum, Inc.",2897240,2010-08,07/23/2010,08/23/2010,31,295416000300006-OIL,N,298.69,135.0
45,ASTORIA,QUEENS,ASTORIA,,Not Applicable,,26,517,Q002600,FEDERAL,NY005000260P,"East Coast Petroleum, Inc.",2897241,2010-09,08/23/2010,09/22/2010,30,295416000300006-OIL,N,597.38,270.0
46,ASTORIA,QUEENS,ASTORIA,,Not Applicable,,26,517,Q002600,FEDERAL,NY005000260P,"East Coast Petroleum, Inc.",2897242,2010-10,09/22/2010,10/22/2010,30,295416000300006-OIL,N,1964.7,888.0
47,ASTORIA,QUEENS,ASTORIA,,Not Applicable,,26,517,Q002600,FEDERAL,NY005000260P,"East Coast Petroleum, Inc.",2897243,2010-11,10/22/2010,11/22/2010,31,295416000300006-OIL,N,610.65,276.0
48,ASTORIA,QUEENS,ASTORIA,,Not Applicable,,26,517,Q002600,FEDERAL,NY005000260P,"East Coast Petroleum, Inc.",2897244,2010-12,11/22/2010,12/23/2010,31,295416000300006-OIL,N,8345.55,3772.0
49,ATLANTIC TERMINAL SITE 4B,BROOKLYN,ATLANTIC TERMINAL SITE 4B,,Not Applicable,,256,384,K025600,FEDERAL,NY005011630P,"S.J. Fuel Co., Inc.",2898109,2010-02,01/28/2010,02/26/2010,29,0158910020-OIL,N,772.43,371.0
50,ATLANTIC TERMINAL SITE 4B,BROOKLYN,ATLANTIC TERMINAL SITE 4B,,Not Applicable,,256,384,K025600,FEDERAL,NY005011630P,"S.J. Fuel Co., Inc.",2898110,2010-12,11/23/2010,12/23/2010,30,0158910020-OIL,N,531.91,222.0
51,AUDUBON,MANHATTAN,AUDUBON,,Not Applicable,,125,444,M012500,FEDERAL,NY005011250P,"S.J. Fuel Co., Inc.",2896696,2010-06,05/24/2010,06/23/2010,30,495416022700009-OIL,N,250.12,118.0
52,AUDUBON,MANHATTAN,AUDUBON,,Not Applicable,,125,444,M012500,FEDERAL,NY005011250P,"S.J. Fuel Co., Inc.",2896697,2010-11,10/22/2010,11/22/2010,31,495416022700009-OIL,N,179.62,79.0
53,AUDUBON,MANHATTAN,AUDUBON,,Not Applicable,,125,444,M012500,FEDERAL,NY005011250P,"S.J. Fuel Co., Inc.",2896698,2010-12,11/22/2010,12/23/2010,31,495416022700009-OIL,N,909.48,400.0
54,BAILEY AVENUE-WEST 193RD STREET,BRONX,BAILEY AVENUE-WEST 193RD STREET,,Not Applicable,,202,311,B020200,FEDERAL,NY005012020P,"S.J. Fuel Co., Inc.",2897211,2010-01,12/24/2009,01/26/2010,33,395416118400002-OIL,N,53.31,26.0
55,BAILEY AVENUE-WEST 193RD STREET,BRONX,BAILEY AVENUE-WEST 193RD STREET,,Not Applicable,,202,311,B020200,FEDERAL,NY005012020P,"S.J. Fuel Co., Inc.",2897212,2010-02,01/26/2010,02/25/2010,30,395416118400002-OIL,N,658.2,321.0
56,BAILEY AVENUE-WEST 193RD STREET,BRONX,BAILEY AVENUE-WEST 193RD STREET,,Not Applicable,,202,311,B020200,FEDERAL,NY005012020P,"S.J. Fuel Co., Inc.",2897213,2010-03,02/25/2010,03/26/2010,29,395416118400002-OIL,N,852.99,416.0
57,BAILEY AVENUE-WEST 193RD STREET,BRONX,BAILEY AVENUE-WEST 193RD STREET,,Not Applicable,,202,311,B020200,FEDERAL,NY005012020P,"S.J. Fuel Co., Inc.",2897214,2010-04,03/26/2010,04/26/2010,31,395416118400002-OIL,N,477.76,233.0
58,BAILEY AVENUE-WEST 193RD STREET,BRONX,BAILEY AVENUE-WEST 193RD STREET,,Not Applicable,,202,311,B020200,FEDERAL,NY005012020P,"S.J. Fuel Co., Inc.",2897215,2010-05,04/26/2010,05/24/2010,28,395416118400002-OIL,N,405.99,198.0
59,BAILEY AVENUE-WEST 193RD STREET,BRONX,BAILEY AVENUE-WEST 193RD STREET,,Not Applicable,,202,311,B020200,FEDERAL,NY005012020P,"S.J. Fuel Co., Inc.",2897216,2010-06,05/24/2010,06/23/2010,30,395416118400002-OIL,N,20.5,10.0
60,BARUCH/BARUCH HOUSES ADDITION,MANHATTAN,BARUCH/BARUCH HOUSES ADDITION,,Not Applicable,,60,0,M006000,,,"S.J. Fuel Co., Inc.",4319352,2010-04,03/26/2010,04/26/2010,31,495416035150002-OIL-93.4%,N,857.25,404.42
61,BARUCH/BARUCH HOUSES ADDITION,MANHATTAN,BARUCH/BARUCH HOUSES ADDITION,,Not Applicable,,198,0,M019800,,,"S.J. Fuel Co., Inc.",4319352,2010-04,03/26/2010,04/26/2010,31,495416035150002-OIL-6.6%,N,60.58,28.58
62,BAY VIEW,BROOKLYN,BAY VIEW,,Not Applicable,,92,670,K009200,MIXED FINANCE/LLC1,NY005000920P,"S.J. Fuel Co., Inc.",2897608,2010-01,12/29/2009,01/28/2010,30,0628925090-OIL,N,199.88,96.0
63,BAY VIEW,BROOKLYN,BAY VIEW,,Not Applicable,,92,670,K009200,MIXED FINANCE/LLC1,NY005000920P,"S.J. Fuel Co., Inc.",2897609,2010-02,01/28/2010,02/26/2010,29,0628925090-OIL,N,12065.39,5795.0
64,BAY VIEW,BROOKLYN,BAY VIEW,,Not Applicable,,92,670,K009200,MIXED FINANCE/LLC1,NY005000920P,"S.J. Fuel Co., Inc.",2897610,2010-03,02/26/2010,03/26/2010,28,0628925090-OIL,N,1024.36,492.0
65,BAY VIEW,BROOKLYN,BAY VIEW,,Not Applicable,,92,670,K009200,MIXED FINANCE/LLC1,NY005000920P,"S.J. Fuel Co., Inc.",2897611,2010-08,07/27/2010,08/26/2010,30,0628925090-OIL,N,397.74,166.0
66,BAY VIEW,BROOKLYN,BAY VIEW,,Not Applicable,,92,670,K009200,MIXED FINANCE/LLC1,NY005000920P,"S.J. Fuel Co., Inc.",2897612,2010-09,08/26/2010,09/24/2010,29,0628925090-OIL,N,1066.22,445.0
67,BAY VIEW,BROOKLYN,BAY VIEW,,Not Applicable,,92,670,K009200,MIXED FINANCE/LLC1,NY005000920P,"S.J. Fuel Co., Inc.",2897613,2010-11,10/25/2010,11/23/2010,29,0628925090-OIL,N,265.96,111.0
68,BAYCHESTER,BRONX,BAYCHESTER,,Not Applicable,,126,440,B012600,MIXED FINANCE/LLC2,NY005011380P,"S.J. Fuel Co., Inc.",2896975,2010-03,02/25/2010,03/26/2010,29,395416190295007-OIL,N,28333.15,13818.0
69,BAYCHESTER,BRONX,BAYCHESTER,,Not Applicable,,126,440,B012600,MIXED FINANCE/LLC2,NY005011380P,"S.J. Fuel Co., Inc.",2896976,2010-04,03/26/2010,04/26/2010,31,395416190295007-OIL,N,18310.54,8930.0
70,BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,BEACH 41ST STREET-BEACH CHANNEL DRIVE,,Not Applicable,,165,282,Q016500,FEDERAL,NY005001650P,"East Coast Petroleum, Inc.",2898233,2010-01,12/23/2009,01/26/2010,34,0079253501-OIL,N,774.74,405.0
71,BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,BEACH 41ST STREET-BEACH CHANNEL DRIVE,,Not Applicable,,165,282,Q016500,FEDERAL,NY005001650P,"East Coast Petroleum, Inc.",2898234,2010-02,01/26/2010,02/23/2010,28,0079253501-OIL,N,512.67,268.0
72,BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,BEACH 41ST STREET-BEACH CHANNEL DRIVE,,Not Applicable,,165,282,Q016500,FEDERAL,NY005001650P,"East Coast Petroleum, Inc.",2898235,2010-08,07/26/2010,08/24/2010,29,0079253501-OIL,N,148.24,67.0
73,BERRY,STATEN ISLAND,BERRY,,Not Applicable,,52,587,S005200,FEDERAL,NY005000520P,"Rucci Oil Company, Inc.",2897275,2010-01,12/29/2009,01/28/2010,30,3258910020-OIL,N,891.32,555.0
74,BERRY,STATEN ISLAND,BERRY,,Not Applicable,,52,587,S005200,FEDERAL,NY005000520P,"Rucci Oil Company, Inc.",2897276,2010-02,01/28/2010,02/26/2010,29,3258910020-OIL,N,412.74,257.0
75,BERRY,STATEN ISLAND,BERRY,,Not Applicable,,52,587,S005200,FEDERAL,NY005000520P,"Rucci Oil Company, Inc.",2897277,2010-03,02/26/2010,03/26/2010,28,3258910020-OIL,N,346.89,216.0
76,BERRY,STATEN ISLAND,BERRY,,Not Applicable,,52,587,S005200,FEDERAL,NY005000520P,"Rucci Oil Company, Inc.",2897278,2010-04,03/26/2010,04/27/2010,32,3258910020-OIL,N,69.06,43.0
77,BERRY,STATEN ISLAND,BERRY,,Not Applicable,,52,587,S005200,FEDERAL,NY005000520P,"Rucci Oil Company, Inc.",2897279,2010-05,04/27/2010,05/25/2010,28,3258910020-OIL,N,139.72,87.0
78,BERRY,STATEN ISLAND,BERRY,,Not Applicable,,52,587,S005200,FEDERAL,NY005000520P,"Rucci Oil Company, Inc.",2897280,2010-06,05/25/2010,06/30/2010,36,3258910020-OIL,N,69.06,43.0
79,BERRY,STATEN ISLAND,BERRY,,Not Applicable,,52,587,S005200,FEDERAL,NY005000520P,"Rucci Oil Company, Inc.",2897281,2010-08,07/27/2010,08/26/2010,30,3258910020-OIL,N,412.43,216.0
80,BERRY,STATEN ISLAND,BERRY,,Not Applicable,,52,587,S005200,FEDERAL,NY005000520P,"Rucci Oil Company, Inc.",2897282,2010-09,08/26/2010,09/24/2010,29,3258910020-OIL,N,746.58,391.0
81,BERRY,STATEN ISLAND,BERRY,,Not Applicable,,52,587,S005200,FEDERAL,NY005000520P,"Rucci Oil Company, Inc.",2897283,2010-10,09/24/2010,10/25/2010,31,3258910020-OIL,N,662.56,347.0
82,BERRY,STATEN ISLAND,BERRY,,Not Applicable,,52,587,S005200,FEDERAL,NY005000520P,"Rucci Oil Company, Inc.",2897284,2010-11,10/25/2010,11/23/2010,29,3258910020-OIL,N,1567.62,821.0
83,BERRY,STATEN ISLAND,BERRY,,Not Applicable,,52,587,S005200,FEDERAL,NY005000520P,"Rucci Oil Company, Inc.",2897285,2010-12,11/23/2010,12/23/2010,30,3258910020-OIL,N,2598.69,1361.0
84,BETANCES I,BRONX,BETANCES I,,Not Applicable,,211,326,B021100,FEDERAL,NY005012110P,"S.J. Fuel Co., Inc.",2896250,2010-01,12/24/2009,01/26/2010,33,SO4,N,83012.57,40485.0
85,BETANCES I,BRONX,BETANCES I,,Not Applicable,,211,326,B021100,FEDERAL,NY005012110P,"S.J. Fuel Co., Inc.",2896251,2010-02,01/26/2010,02/25/2010,30,SO4,N,80568.43,39293.0
86,BETANCES I,BRONX,BETANCES I,,Not Applicable,,211,326,B021100,FEDERAL,NY005012110P,"S.J. Fuel Co., Inc.",2896252,2010-03,02/25/2010,03/26/2010,29,SO4,N,55755.91,27192.0
87,BETANCES I,BRONX,BETANCES I,,Not Applicable,,211,326,B021100,FEDERAL,NY005012110P,"S.J. Fuel Co., Inc.",2896253,2010-04,03/26/2010,04/26/2010,31,SO4,N,40836.81,19916.0
88,BETANCES I,BRONX,BETANCES I,,Not Applicable,,211,326,B021100,FEDERAL,NY005012110P,"S.J. Fuel Co., Inc.",2896254,2010-05,04/26/2010,05/24/2010,28,SO4,N,27141.84,13237.0
89,BETANCES I,BRONX,BETANCES I,,Not Applicable,,211,326,B021100,FEDERAL,NY005012110P,"S.J. Fuel Co., Inc.",2896255,2010-06,05/24/2010,06/23/2010,30,SO4,N,21318.56,10397.0
90,BETANCES I,BRONX,BETANCES I,,Not Applicable,,211,326,B021100,FEDERAL,NY005012110P,"S.J. Fuel Co., Inc.",2896256,2010-07,06/23/2010,07/23/2010,30,SO4,N,20029.76,8602.0
91,BETANCES I,BRONX,BETANCES I,,Not Applicable,,211,326,B021100,FEDERAL,NY005012110P,"S.J. Fuel Co., Inc.",2896257,2010-08,07/23/2010,08/23/2010,31,SO4,N,21836.67,9378.0
92,BETANCES I,BRONX,BETANCES I,,Not Applicable,,211,326,B021100,FEDERAL,NY005012110P,"S.J. Fuel Co., Inc.",2896258,2010-09,08/23/2010,09/22/2010,30,SO4,N,16790.81,7211.0
93,BETANCES I,BRONX,BETANCES I,,Not Applicable,,211,326,B021100,FEDERAL,NY005012110P,"S.J. Fuel Co., Inc.",2896259,2010-10,09/22/2010,10/22/2010,30,SO4,N,21268.52,9134.0
94,BETANCES I,BRONX,BETANCES I,,Not Applicable,,211,326,B021100,FEDERAL,NY005012110P,"S.J. Fuel Co., Inc.",2896260,2010-11,10/22/2010,11/22/2010,31,SO4,N,53648.64,23040.0
95,BETANCES I,BRONX,BETANCES I,,Not Applicable,,211,326,B021100,FEDERAL,NY005012110P,"S.J. Fuel Co., Inc.",2896261,2010-12,11/22/2010,12/23/2010,31,SO4,N,88639.01,38067.0
96,BETHUNE GARDENS,MANHATTAN,BETHUNE GARDENS,,Not Applicable,,160,271,M016000,FEDERAL,NY005011250P,"S.J. Fuel Co., Inc.",2896429,2010-06,05/24/2010,06/23/2010,30,495416091110007-OIL,N,332.79,157.0
97,BETHUNE GARDENS,MANHATTAN,BETHUNE GARDENS,,Not Applicable,,160,271,M016000,FEDERAL,NY005011250P,"S.J. Fuel Co., Inc.",2896430,2010-10,09/22/2010,10/22/2010,30,495416091110007-OIL,N,120.51,53.0
98,BETHUNE GARDENS,MANHATTAN,BETHUNE GARDENS,,Not Applicable,,160,271,M016000,FEDERAL,NY005011250P,"S.J. Fuel Co., Inc.",2896431,2010-11,10/22/2010,11/22/2010,31,495416091110007-OIL,N,1202.79,529.0
99,BETHUNE GARDENS,MANHATTAN,BETHUNE GARDENS,,Not Applicable,,160,271,M016000,FEDERAL,NY005011250P,"S.J. Fuel Co., Inc.",2896432,2010-12,11/22/2010,12/23/2010,31,495416091110007-OIL,N,1211.88,533.0
100,BLAND,QUEENS,BLAND,,Not Applicable,,54,519,Q005400,FEDERAL,NY005011860P,"East Coast Petroleum, Inc.",2897222,2010-05,04/26/2010,05/24/2010,28,295416006500005-OIL,N,200.86,105.0
101,BLAND,QUEENS,BLAND,,Not Applicable,,54,519,Q005400,FEDERAL,NY005011860P,"East Coast Petroleum, Inc.",2897223,2010-08,07/23/2010,08/23/2010,31,295416006500005-OIL,N,59.74,27.0
102,BOSTON SECOR,BRONX,BOSTON SECOR,,Not Applicable,,138,254,B013800,FEDERAL,NY005011380P,"S.J. Fuel Co., Inc.",2896986,2010-04,03/26/2010,04/26/2010,31,395416174700006-OIL,N,260.41,127.0
103,BOULEVARD,BROOKLYN,BOULEVARD,,Not Applicable,,46,637,K004600,MIXED FINANCE/LLC2,NY005010460P,"S.J. Fuel Co., Inc.",2897642,2010-01,12/29/2009,01/28/2010,30,0568981660-OIL,N,1249.22,600.0
104,BREUKELEN,BROOKLYN,BREUKELEN,,Not Applicable,,56,212,K005600,FEDERAL,NY005000560P,"S.J. Fuel Co., Inc.",2897626,2010-12,11/23/2010,12/23/2010,30,0628901000-OIL,N,467.22,195.0
105,BREVOORT,BROOKLYN,BREVOORT,,Not Applicable,,65,213,K006500,FEDERAL,NY005000650P,"S.J. Fuel Co., Inc.",2897992,2010-11,10/25/2010,11/23/2010,29,0264002330-OIL,N,666.09,278.0
106,BREVOORT,BROOKLYN,BREVOORT,,Not Applicable,,65,213,K006500,FEDERAL,NY005000650P,"S.J. Fuel Co., Inc.",2897993,2010-12,11/23/2010,12/23/2010,30,0264002330-OIL,N,3074.07,1283.0
107,BROWN,BROOKLYN,BROWN,,Not Applicable,,325,336,K032500,FEDERAL,NY005012520P,"S.J. Fuel Co., Inc.",2897876,2010-01,12/29/2009,01/28/2010,30,0498930020-OIL,N,66.63,32.0
108,BROWN,BROOKLYN,BROWN,,Not Applicable,,325,336,K032500,FEDERAL,NY005012520P,"S.J. Fuel Co., Inc.",2897877,2010-12,11/23/2010,12/23/2010,30,0498930020-OIL,N,460.03,192.0
109,BROWNSVILLE,BROOKLYN,BROWNSVILLE,,Not Applicable,,16,512,K001600,FEDERAL,NY005000160P,"S.J. Fuel Co., Inc.",2897798,2010-05,04/27/2010,05/25/2010,28,0538900501-OIL,N,147.82,71.0
110,BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),,Not Applicable,,302,565,K030200,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",2898272,2010-10,09/24/2010,10/25/2010,31,98920361-OIL,N,770.19,363.0
111,BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),,Not Applicable,,302,565,K030200,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",2898273,2010-11,10/25/2010,11/23/2010,29,98920361-OIL,N,2031.94,896.0
112,BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),,Not Applicable,,302,565,K030200,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",2898280,2010-12,11/23/2010,12/23/2010,30,98920361-OIL,N,2109.32,849.0
